freshTime,positive_prob,confidence,negative_prob,sentiment
2020/3/2,0.566287,0.0361935,0.433713,2
2020/3/2,0.762828,0.472952,0.237172,2
2020/3/2,0.188718,0.580626,0.811282,0
2020/3/2,0.99863,0.996955,0.00137033,2
2020/3/2,0.603239,0.118309,0.396761,2
2020/3/2,0.116381,0.741376,0.883619,0
2020/3/2,0.998382,0.996405,0.00161785,2
2020/3/2,0.758133,0.462517,0.241867,2
2020/3/2,0.9714,0.936444,0.0286001,2
2020/3/2,0.795486,0.545524,0.204514,2
2020/3/2,0.000530194,0.998822,0.99947,0
2020/3/2,0.124351,0.723665,0.875649,0
2020/3/2,0.733782,0.408405,0.266218,2
2020/3/2,0.105265,0.766077,0.894735,0
2020/3/2,0.986941,0.97098,0.0130589,2
2020/3/2,0.981678,0.959284,0.0183222,2
2020/3/2,0.885591,0.745757,0.114409,2
2020/3/2,2.91E-05,0.999935,0.999971,0
2020/3/2,0.96115,0.913667,0.0388498,2
2020/3/2,0.999119,0.998042,0.000881215,2
2020/3/2,0.135318,0.699293,0.864682,0
2020/3/2,0.984726,0.966057,0.0152742,2
2020/3/2,0.859549,0.687886,0.140451,2
2020/3/2,0.656035,0.235633,0.343965,2
2020/3/2,0.430897,0.0424515,0.569103,0
2020/3/2,0.0743886,0.834692,0.925611,0
2020/3/2,0.955648,0.90144,0.0443519,2
2020/3/2,0.372659,0.171869,0.627341,0
2020/3/2,0.998391,0.996424,0.00160903,2
2020/3/2,0.965303,0.922895,0.0346973,2
2020/3/2,0.99164,0.981422,0.00836025,2
2020/3/2,0.524626,0.507483,0.475374,1
2020/3/2,0.99872,0.997155,0.0012804,2
2020/3/2,0.746218,0.43604,0.253782,2
2020/3/2,0.132332,0.705928,0.867668,0
2020/3/2,0.975179,0.944841,0.0248214,2
2020/3/2,0.993028,0.984507,0.00697189,2
2020/3/2,0.12469,0.722911,0.87531,0
2020/3/2,0.993313,0.98514,0.00668713,2
2020/3/2,0.999275,0.998388,0.000725237,2
2020/3/2,0.998782,0.997294,0.00121767,2
2020/3/2,0.93535,0.856334,0.0646496,2
2020/3/2,0.0592821,0.868262,0.940718,0
2020/3/2,0.322417,0.283519,0.677583,0
2020/3/2,0.0628776,0.860272,0.937122,0
2020/3/2,0.000344517,0.999234,0.999655,0
2020/3/2,0.949333,0.887406,0.0506672,2
2020/3/2,0.123548,0.725449,0.876452,0
2020/3/2,0.997707,0.994904,0.00229312,2
2020/3/2,0.883751,0.741669,0.116249,2
2020/3/2,0.995279,0.989508,0.00472119,2
2020/3/2,0.704226,0.342724,0.295774,2
2020/3/2,0.0145551,0.967655,0.985445,0
2020/3/2,0.983746,0.96388,0.0162541,2
2020/3/2,0.69677,0.326155,0.30323,2
2020/3/2,0.0198726,0.955839,0.980127,0
2020/3/2,0.794034,0.542298,0.205966,2
2020/3/2,0.903949,0.786554,0.0960508,2
2020/3/2,0.809433,0.576517,0.190567,2
2020/3/2,0.433718,0.0361817,0.566282,0
2020/3/2,0.576053,0.0578964,0.423947,2
2020/3/2,0.801373,0.558608,0.198626,2
2020/3/2,0.790392,0.534203,0.209609,2
2020/3/2,0.924248,0.831662,0.0757519,2
2020/3/2,0.496282,0.925638,0.503718,1
2020/3/2,0.807595,0.572434,0.192405,2
2020/3/2,0.75247,0.449933,0.24753,2
2020/3/2,0.824553,0.610117,0.175447,2
2020/3/2,0.982346,0.96077,0.0176535,2
2020/3/2,0.359803,0.200438,0.640197,0
2020/3/2,0.136665,0.696301,0.863335,0
2020/3/2,0.981493,0.958873,0.0185072,2
2020/3/2,0.865076,0.700169,0.134924,2
2020/3/2,0.95621,0.902688,0.0437903,2
2020/3/2,0.998735,0.997189,0.00126488,2
2020/3/2,0.933975,0.853277,0.0660254,2
2020/3/2,0.942662,0.872582,0.0573382,2
2020/3/2,0.981831,0.959624,0.0181694,2
2020/3/2,0.992606,0.983568,0.00739448,2
2020/3/2,0.93713,0.860288,0.0628703,2
2020/3/2,0.998985,0.997744,0.00101526,2
2020/3/2,0.858071,0.684603,0.141929,2
2020/3/2,0.482506,0.650117,0.517494,1
2020/3/2,0.916631,0.814735,0.0833691,2
2020/3/2,0.850628,0.668062,0.149372,2
2020/3/2,0.00345525,0.992322,0.996545,0
2020/3/2,0.998188,0.995973,0.00181207,2
2020/3/9,0.922989,0.828864,0.0770111,2
2020/3/2,0.998982,0.997738,0.00101782,2
2020/3/2,0.99944,0.998755,0.00056014,2
2020/3/2,0.78225,0.51611,0.21775,2
2020/3/2,0.978113,0.951363,0.0218865,2
2020/3/2,0.999532,0.99896,0.000467803,2
2020/3/2,0.999752,0.999449,0.000248033,2
2020/3/3,0.848884,0.664186,0.151116,2
2020/3/2,0.635063,0.189028,0.364937,2
2020/3/2,0.985791,0.968424,0.014209,2
2020/3/2,0.374765,0.167188,0.625235,0
2020/3/2,0.773128,0.49584,0.226872,2
2020/3/2,0.98624,0.969423,0.0137596,2
2020/3/2,0.986893,0.970873,0.0131071,2
2020/3/2,0.914465,0.809922,0.085535,2
2020/3/2,0.917451,0.816558,0.0825487,2
2020/3/2,0.997117,0.993593,0.00288337,2
2020/3/2,0.771069,0.491264,0.228931,2
2020/3/2,0.984479,0.965508,0.0155213,2
2020/3/2,0.652384,0.227519,0.347616,2
2020/3/2,0.352141,0.217463,0.647859,0
2020/3/2,0.961981,0.915514,0.0380188,2
2020/3/2,0.985142,0.966982,0.0148582,2
2020/3/2,0.786731,0.526069,0.213269,2
2020/3/2,0.744356,0.431901,0.255644,2
2020/3/2,0.809156,0.575901,0.190844,2
2020/3/3,0.946332,0.880738,0.053668,2
2020/3/2,0.904401,0.787558,0.0955989,2
2020/3/2,0.653054,0.229009,0.346946,2
2020/3/2,0.994246,0.987213,0.00575412,2
2020/3/2,0.000478637,0.998936,0.999521,0
2020/3/2,0.994418,0.987595,0.0055821,2
2020/3/2,0.998531,0.996735,0.00146947,2
2020/3/2,0.956908,0.904239,0.0430924,2
2020/3/2,0.976373,0.947497,0.0236265,2
2020/3/2,0.996822,0.992937,0.00317821,2
2020/3/2,0.994561,0.987913,0.00543922,2
2020/3/2,4.98E-05,0.999889,0.99995,0
2020/3/2,0.402425,0.105722,0.597575,0
2020/3/2,0.969274,0.93172,0.0307258,2
2020/3/2,0.998693,0.997096,0.00130686,2
2020/3/2,0.98385,0.964111,0.01615,2
2020/3/2,0.190519,0.576625,0.809481,0
2020/3/2,0.961922,0.915381,0.0380784,2
2020/3/2,0.945978,0.87995,0.0540225,2
2020/3/2,0.994792,0.988428,0.00520751,2
2020/3/2,0.366488,0.185582,0.633512,0
2020/3/2,0.95535,0.900779,0.0446496,2
2020/3/2,0.999981,0.999959,1.86E-05,2
2020/3/2,0.459012,0.180237,0.540988,1
2020/3/2,0.00180467,0.99599,0.998195,0
2020/3/2,0.225227,0.499496,0.774773,0
2020/3/2,0.394792,0.122684,0.605208,0
2020/3/2,0.821218,0.602708,0.178781,2
2020/3/2,0.751979,0.448843,0.248021,2
2020/3/2,0.522578,0.548438,0.477422,1
2020/3/2,0.918903,0.819784,0.0810974,2
2020/3/2,0.437816,0.0270745,0.562184,0
2020/3/2,0.638662,0.197026,0.361338,2
2020/3/2,0.480526,0.610517,0.519474,1
2020/3/2,0.708827,0.35295,0.291172,2
2020/3/2,0.0156589,0.965202,0.984341,0
2020/3/2,0.747665,0.439255,0.252335,2
2020/3/3,0.96556,0.923467,0.0344401,2
2020/3/2,0.883734,0.74163,0.116266,2
2020/3/2,0.137077,0.695384,0.862923,0
2020/3/2,0.996505,0.992234,0.00349466,2
2020/3/2,0.411717,0.0850729,0.588283,0
2020/3/2,0.487778,0.755559,0.512222,1
2020/3/2,0.91476,0.810578,0.0852399,2
2020/3/2,0.629267,0.176148,0.370733,2
2020/3/2,0.816347,0.591883,0.183653,2
2020/3/4,0.998179,0.995954,0.00182069,2
2020/3/2,0.803153,0.562562,0.196847,2
2020/3/2,0.48342,0.668407,0.51658,1
2020/3/2,0.152607,0.660873,0.847393,0
2020/3/2,0.616534,0.147854,0.383466,2
2020/3/2,0.681213,0.291585,0.318787,2
2020/3/2,0.00699354,0.984459,0.993006,0
2020/3/2,0.795191,0.54487,0.204809,2
2020/3/2,0.830929,0.624288,0.169071,2
2020/3/2,0.973817,0.941815,0.0261833,2
2020/3/2,0.966526,0.925614,0.0334737,2
2020/3/2,0.991279,0.98062,0.00872119,2
2020/3/2,0.979085,0.953522,0.0209152,2
2020/3/2,0.002825,0.993722,0.997175,0
2020/3/2,0.488442,0.768844,0.511558,1
2020/3/2,0.906393,0.791984,0.0936073,2
2020/3/2,0.924914,0.833142,0.0750863,2
2020/3/2,0.0251929,0.944016,0.974807,0
2020/3/2,0.999464,0.998809,0.00053589,2
2020/3/2,0.749199,0.442664,0.250801,2
2020/3/3,0.99569,0.990422,0.00430998,2
2020/3/3,0.979162,0.953694,0.0208378,2
2020/3/2,0.259428,0.423493,0.740572,0
2020/3/2,0.999822,0.999604,0.000178394,2
2020/3/2,0.997965,0.995477,0.00203545,2
2020/3/2,0.869526,0.710058,0.130474,2
2020/3/2,0.962823,0.917385,0.0371769,2
2020/3/2,0.995759,0.990575,0.00424122,2
2020/3/2,0.76087,0.468601,0.23913,2
2020/3/2,0.985389,0.967531,0.0146112,2
2020/3/2,0.972794,0.939543,0.0272055,2
2020/3/2,0.994684,0.988186,0.00531605,2
2020/3/2,0.645541,0.212313,0.354459,2
2020/3/2,0.888617,0.752481,0.111383,2
2020/3/2,0.586444,0.0809863,0.413556,2
2020/3/2,0.998844,0.997431,0.00115622,2
2020/3/2,0.91622,0.813822,0.0837802,2
2020/3/2,0.980911,0.957581,0.0190887,2
2020/3/2,0.823713,0.608252,0.176287,2
2020/3/2,0.972998,0.939995,0.0270023,2
2020/3/2,0.967469,0.927709,0.0325309,2
2020/3/2,0.307987,0.315584,0.692013,0
2020/3/2,0.997457,0.994348,0.00254344,2
2020/3/2,0.966855,0.926344,0.033145,2
2020/3/2,0.1015,0.774443,0.8985,0
2020/3/2,0.990408,0.978684,0.00959225,2
2020/3/2,0.984244,0.964986,0.0157565,2
2020/3/2,0.992542,0.983426,0.00745831,2
2020/3/2,0.83034,0.622978,0.16966,2
2020/3/2,0.980064,0.955698,0.019936,2
2020/3/2,0.998507,0.996682,0.00149294,2
2020/3/2,0.738665,0.419255,0.261335,2
2020/3/2,0.454207,0.0841433,0.545793,1
2020/3/2,0.00549479,0.987789,0.994505,0
2020/3/2,0.0258532,0.942548,0.974147,0
2020/3/2,0.996071,0.991269,0.00392879,2
2020/3/2,0.763324,0.474053,0.236676,2
2020/3/2,0.966388,0.925307,0.0336119,2
2020/3/2,0.978953,0.953229,0.0210471,2
2020/3/2,0.508879,0.822413,0.491121,1
2020/3/2,0.996189,0.991532,0.00381075,2
2020/3/2,0.98778,0.972844,0.0122202,2
2020/3/2,0.999402,0.998672,0.0005975,2
2020/3/2,0.421907,0.0624291,0.578093,0
2020/3/2,0.997371,0.994158,0.00262895,2
2020/3/2,0.992477,0.983283,0.00752263,2
2020/3/2,0.994941,0.988759,0.00505867,2
2020/3/2,0.0382689,0.914958,0.961731,0
2020/3/2,0.329164,0.268524,0.670836,0
2020/3/2,0.328554,0.26988,0.671446,0
2020/3/2,0.998897,0.997549,0.00110301,2
2020/3/2,0.0142026,0.968439,0.985797,0
2020/3/2,0.997196,0.993769,0.0028039,2
2020/3/2,0.928161,0.840357,0.0718394,2
2020/3/2,0.942739,0.872754,0.0572606,2
2020/3/2,0.999019,0.99782,0.000980894,2
2020/3/2,0.985893,0.96865,0.0141073,2
2020/3/2,0.187251,0.583887,0.812749,0
2020/3/3,0.828619,0.619153,0.171381,2
2020/3/2,0.522943,0.541148,0.477057,1
2020/3/2,0.972943,0.939872,0.0270574,2
2020/3/2,0.987895,0.973099,0.0121054,2
2020/3/2,0.985783,0.968407,0.0142166,2
2020/3/2,0.992636,0.983636,0.00736385,2
2020/3/2,0.55073,0.00162151,0.44927,2
2020/3/2,0.992726,0.983835,0.00727427,2
2020/3/2,0.983697,0.963772,0.0163025,2
2020/9/11,0.977243,0.949429,0.0227569,2
2020/3/2,0.141024,0.686613,0.858976,0
2020/3/2,0.99989,0.999756,0.000109839,2
2020/3/2,0.399371,0.11251,0.600629,0
2020/3/2,0.223536,0.503254,0.776464,0
2020/3/2,0.991095,0.98021,0.00890529,2
2020/3/3,0.952492,0.894427,0.0475077,2
2020/3/2,0.53136,0.372804,0.46864,1
