freshTime,id,positive_prob,confidence,negative_prob,sentiment,id
2020/2/6,9081135.924731182,0.7410119395053766,0.7215692616129032,0.2589880481039427,1.5698924731182795,279
2020/2/7,9082386.02749141,0.7130597893161513,0.7161844619587631,0.28694020009278354,1.5395189003436427,291
2020/2/8,9083556.482926829,0.7540799258682926,0.753840999121951,0.24592004403902432,1.6,205
2020/2/9,9084476.677419355,0.7183138034792623,0.7162562854377885,0.2816861815898618,1.4838709677419355,217
2020/3/1,9109574.398843931,0.6995645770520234,0.6426844780346822,0.30043540442196537,1.4739884393063585,346
2020/3/12,9102320.5,0.8374295,0.638732,0.16257059,2.0,4
2020/3/16,9108685.0,0.659454,0.24323,0.340547,2.0,2
2020/3/2,9106419.0,0.8346188333333333,0.68564085,0.16538131333333336,1.6666666666666667,12
2020/3/24,9107093.0,0.48407,0.681397,0.51593,1.0,2
2020/3/3,9073755.0,0.328823,0.269283,0.671177,0.0,1
2020/3/5,9094068.0,0.26755650000000003,0.495092325,0.7324434999999999,0.5,4
2020/4/13,9067340.0,0.970052,0.933448,0.0299483,2.0,1
2020/4/7,9091456.0,0.997648,0.994772,0.00235242,2.0,1
2020/6/12,9087092.0,0.9355795,0.8568435,0.064420621,2.0,2
