freshTime,id,positive_prob,confidence,negative_prob,sentiment,id
2020/2/16,9093292.754464285,0.7118418202678575,0.7062910500892859,0.2881581811316964,1.5044642857142858,448
2020/2/17,9094418.390715668,0.6766647700889746,0.7079744875241769,0.32333522304255335,1.4216634429400388,517
2020/2/18,9095662.367054611,0.6912973138997311,0.7261877713518362,0.3087026766248881,1.4717994628469113,1117
2020/2/19,9096992.19375,0.6803976673571442,0.7227394383928563,0.3196023395892854,1.4339285714285714,1120
2020/2/2,9076047.660818713,0.7060349394035085,0.724580484834308,0.293965056079922,1.4756335282651072,513
2020/2/20,9098199.12457338,0.688641907358361,0.7388490780375433,0.31135810011092135,1.447098976109215,1172
2020/2/21,9099609.751586583,0.6786479844931999,0.7121236595104262,0.32135202347960085,1.4197642792384406,1103
2020/2/22,9100735.857335128,0.7459006684818315,0.7313439045222078,0.25409934584387606,1.601615074024226,743
2020/2/23,9101686.967261905,0.7031598632976193,0.7402742761607151,0.29684011938690497,1.4791666666666667,672
2020/2/24,9102667.016393442,0.7137678208779604,0.7194412578870675,0.28623217543351576,1.5027322404371584,1098
2020/2/25,9103942.774378585,0.6586114848546849,0.6928030913766727,0.34138849658317405,1.3537284894837476,1046
2020/2/26,9105193.003738318,0.6775408915233639,0.6938683966728969,0.3224591061140188,1.411214953271028,1070
2020/2/27,9106530.43047619,0.6721942956457141,0.7106738607238101,0.3278057097752377,1.398095238095238,1050
2020/2/28,9107730.592188919,0.6712191233714804,0.7064710786376024,0.3287808695004543,1.3950953678474114,1101
2020/2/29,9108880.621875,0.6967456722031253,0.7156309031562501,0.30325434393124995,1.471875,640
2020/2/3,9077024.17877095,0.681724299463687,0.7294597587523282,0.3182757242067038,1.4245810055865922,537
2020/2/4,9078382.76142132,0.6819366938172592,0.7267589902707274,0.31806330200846045,1.4247038917089678,591
2020/2/5,9079788.59611993,0.6527881968430337,0.7248283969664905,0.3472117994144622,1.3615520282186948,567
2020/2/6,9081105.04,0.6690257359781818,0.7316496293272724,0.3309742573090909,1.3763636363636365,550
2020/2/7,9082372.705776174,0.6775302178086643,0.7068869828519855,0.32246978201263526,1.44043321299639,554
2020/2/8,9083557.776923077,0.7208913398487178,0.7401789999743591,0.2791086345717949,1.5128205128205128,390
2020/2/9,9084486.55361596,0.6911889379251879,0.7329900254613458,0.30881104319202,1.4389027431421446,401
2020/3/1,9109622.827089338,0.7065603548703168,0.6958259397694532,0.2934396384005763,1.4812680115273775,694
2020/3/12,9102320.5,0.8374295,0.638732,0.16257059,2.0,4
2020/3/16,9108685.0,0.659454,0.24323,0.340547,2.0,2
2020/3/19,9071669.0,0.984735,0.966077,0.0152654,2.0,1
2020/3/2,9107805.166666666,0.6803476166666665,0.6212189666666666,0.31965251499999997,1.3333333333333333,24
2020/3/23,9093450.0,0.412715,0.082856,0.587285,0.0,1
2020/3/24,9107093.0,0.48407,0.681397,0.51593,1.0,2
2020/3/25,9105245.0,0.932234,0.849409,0.0677659,2.0,2
2020/3/3,9073755.0,0.328823,0.269283,0.671177,0.0,1
2020/3/5,9089526.0,0.3930811666666667,0.5244360499999999,0.6069188333333333,0.6666666666666666,6
2020/3/6,9097822.5,0.68240175,0.436536375,0.3175982,1.5,8
2020/3/9,9098078.2,0.632487,0.276461764,0.367513034,1.2,5
2020/4/13,9063328.333333334,0.5400235680000001,0.7180403333333333,0.4599764333333334,1.3333333333333333,3
2020/4/7,9080852.0,0.8291995616666666,0.988139,0.17080060533333333,1.6666666666666667,6
2020/5/20,9075883.0,0.790601,0.534668,0.209399,2.0,1
2020/5/9,9054207.5,0.448674135,0.8091734875,0.55132590625,1.0,8
2020/6/12,9082803.818181818,0.8250825454545455,0.8195230227272726,0.17491757827272725,1.7272727272727273,22
2020/6/16,9057417.0,0.996384,0.991965,0.00361578,2.0,1
2020/6/19,9086825.0,0.977258,0.949462,0.022742,2.0,1
2020/9/16,9100113.0,0.947633,0.88363,0.0523668,2.0,2
